condition	Name	Term	ES	NES	pval	fdr	FWER p-val	Tag %	Gene %	Lead_genes	kinase
αCD3_αICOS_10min	prerank	Chk1	0.4026648913201316	0.9683297131543346	0.5668058455114823	0.7866547516233247	1.0	19/57	24.86%	EML3;RB1;LMNA;EPRS1;SPEN;NUP153;GTF3C1;SRRM2;MKI67;BUD13;MAP2K2;MYBBP1A;ARHGEF2;TRIP12;MYCBP2;TRIM28;CCDC6;CDC25C;ANKRD12	Chk1
αCD3_αICOS_10min	prerank	CK2A1	-0.2930668930442818	-0.9627364379796863	0.54	1.0	0.996	8/49	6.89%	EEF1D;SIRT1;LIG1;IFI16;NCOR1;NCOA2;MDC1;ZC3H8	CK2A1
αCD3_αICOS_10min	prerank	JAK2	0.5322218549451644	0.957696271418231	0.5823754789272031	0.7929282642910346	1.0	4/9	22.64%	MAPK3;MAPK1;PDHA1;STAT1	JAK2
αCD3_αICOS_10min	prerank	Akt2	0.5564944418337179	0.9387782966366413	0.5870445344129555	0.8149169945302753	1.0	5/6	43.23%	ADAR;C2CD5;RACGAP1;EDC3;GAPDH	Akt2
αCD3_αICOS_10min	prerank	MARK2	0.5861734513862278	0.9372769435584073	0.6136054421768707	0.8016696426835457	1.0	3/5	29.94%	ARHGEF2;KIF13B;HDAC7	MARK2
αCD3_αICOS_10min	prerank	JNK1	0.4383408460339405	0.9325337133915641	0.6161026837806302	0.7953817365821972	1.0	8/22	26.42%	SP1;JUNB;HNRNPK;NCOA3;EIF4ENIF1;ATN1;CDC25C;LIMD1	JNK1
αCD3_αICOS_10min	prerank	PKCE	0.5228388528408526	0.9314754845965089	0.6194805194805195	0.7824772064632434	1.0	4/8	38.64%	GLS;BAD;RAB5A;PRKD2	PKCE
αCD3_αICOS_10min	prerank	CDC7	0.5497532858453029	0.913828290064902	0.6455525606469003	0.7995183633238202	1.0	3/6	41.59%	NCL;MCM2;MFAP1	CDC7
αCD3_αICOS_10min	prerank	IKKA	0.5376292805508156	0.9107840623748195	0.6380027739251041	0.7903589197802804	1.0	3/6	35.68%	NCOA3;NCOR2;RELB	IKKA
αCD3_αICOS_10min	prerank	AurA	0.43787548679218813	0.9040849207840085	0.648936170212766	0.7879176548270206	1.0	5/16	16.82%	TACC3;MAP9;MYBBP1A;ARHGEF2;HNRNPK	AurA
αCD3_αICOS_10min	prerank	CDK2	0.360335155207516	0.8901978955679404	0.7139959432048681	0.7969919601165214	1.0	33/78	35.36%	PRRC2A;LIG3;ANKLE2;SRSF9;RB1;AFDN;SCML2;BCLAF1;HMGA1;MKI67;MRTFA;SF3B1;HNRNPK;GIGYF2;LARP1;ZC3H11A;STMN1;EIF4G1;LRCH3;CCDC6;CDC25C;RBL1;NCL;NUP98;THRAP3;ARID4A;ZNF609;H1-4;KMT2D;ORC1;TOPBP1;DDX3X;MCM2	CDK2
αCD3_αICOS_10min	prerank	GSK3A	0.4665816165666657	0.8818416894625292	0.6590621039290241	0.7963864963209788	1.0	4/11	24.28%	RICTOR;PRKAA1;NCOA3;NDRG1	GSK3A
αCD3_αICOS_10min	prerank	TBK1	0.5106475240833132	0.8797929712450832	0.699055330634278	0.7856308724723057	1.0	3/7	28.63%	OPTN;TRIP12;HTT	TBK1
αCD3_αICOS_10min	prerank	IKKB	0.48770545671158794	0.8667072249231791	0.7036082474226805	0.7908427427523483	1.0	5/8	35.68%	OPTN;PFKFB3;STAT1;HTT;RELB	IKKB
αCD3_αICOS_10min	prerank	LYN	-0.36360447917888383	-0.8562323893738668	0.6178010471204188	1.0	1.0	2/12	6.81%	PTPN6;PEAK1	LYN
αCD3_αICOS_10min	prerank	ATM	0.3525464697347085	0.8126877034220523	0.795429815016322	0.8510424253674407	1.0	12/40	27.48%	SP1;PRKDC;CHD4;SLC2A1;PBRM1;TAOK3;TRIM28;USP28;HUWE1;CCDC6;EP300;DCK	ATM
αCD3_αICOS_10min	prerank	LKB1	-0.3929048752768331	-0.7974637262652116	0.7238095238095238	1.0	1.0	3/8	15.26%	SIRT1;MARK3;PAK1	LKB1
αCD3_αICOS_10min	prerank	Pim1	0.4622763289943913	0.7859337634853236	0.7862796833773087	0.8695662604356588	1.0	3/7	28.71%	BAD;NDRG1;CBX8	Pim1
αCD3_αICOS_10min	prerank	HIPK2	-0.4208422994447681	-0.7593962145237683	0.7373737373737373	1.0	1.0	1/5	1.48%	SIRT1	HIPK2
αCD3_αICOS_10min	prerank	AMPKA2	-0.37385687843041315	-0.7518678827007962	0.7477064220183486	0.9472735628222251	1.0	1/7	0.90%	PAK2	AMPKA2
αCD3_αICOS_10min	prerank	PKG1	0.4299959892902466	0.7360286243661733	0.8342175066312998	0.9083888404011232	1.0	1/7	5.17%	VASP	PKG1
αCD3_αICOS_10min	prerank	TAK1	0.3989835202424371	0.7346869275846303	0.8443877551020408	0.8957691100502192	1.0	4/9	29.94%	EIF4B;CDC25C;GAPVD1;HDAC7	TAK1
αCD3_αICOS_10min	prerank	AurB	0.31682463417194323	0.7060653457847862	0.8857466063348416	0.907045930431402	1.0	6/29	13.54%	PRKDC;KIF20A;RB1;MKI67;AHNAK;MYBBP1A	AurB
αCD3_αICOS_10min	prerank	mTOR	0.35963865731518657	0.693377276096547	0.8796068796068796	0.9045541297244589	1.0	5/12	21.00%	SRRM2;WASHC2A;SRRM1;RPS6;LARP1	mTOR
αCD3_αICOS_10min	prerank	PKCB	0.41020186657762847	0.688762172066661	0.9004092769440655	0.8949876851229889	1.0	3/6	23.30%	PRKAA1;PRKCB;STMN1	PKCB
αCD3_αICOS_10min	prerank	CK1D	-0.3328173034762304	-0.6842947901412277	0.8205128205128205	0.9479449398991858	1.0	1/7	2.79%	SMARCA4	CK1D
αCD3_αICOS_10min	prerank	CAMK2A	-0.27613686245691077	-0.5300336042213816	0.9820143884892086	0.9848132351040455	1.0	2/6	13.45%	ETS1;CARD11	CAMK2A
αCD3_αICOS_5min	prerank	CDK9	-0.7459965705464515	-1.536184040211039	0.07722007722007722	0.7144266480965645	0.582	3/7	10.50%	RB1;BORA;SIRT1	CDK9
αCD3_αICOS_5min	prerank	Chk2	-0.6597956729447212	-1.4827168267441417	0.07894736842105263	0.4941388115134633	0.68	2/10	4.02%	RB1;H1-2	Chk2
αCD3_αICOS_5min	prerank	Ret	0.892235475342	1.4294860767399795	0.014104372355430184	1.0	0.753	2/5	0.74%	PLCG1;MAPK3	Ret
αCD3_αICOS_5min	prerank	ERK2	0.581914726205399	1.4267521698340577	0.016094420600858368	0.9124045550289626	0.763	31/54	35.11%	RPS6KA1;RGS19;BRAF;TSC2;ERF;RPS6KA3;MKNK1;MED1;DMTN;STIM1;NUP50;MRTFA;NUP153;SORBS3;EP300;ARHGEF2;PTPN7;MAPK1;HELLS;EIF4G1;NDEL1;NCOA2;ADAM17;CRTC3;TOP2A;TP53BP2;STAT3;CEP55;GTF2I;BAD;PXN	ERK2
αCD3_αICOS_5min	prerank	AMPKA2	-0.6755274137473344	-1.4003892570287915	0.14615384615384616	0.4991682141751779	0.817	3/7	9.60%	PAK2;TP53BP1;PDHA1	AMPKA2
αCD3_αICOS_5min	prerank	ERK1	0.5687897860494049	1.3665701275685231	0.025498891352549888	1.0	0.931	25/47	35.11%	MAPK3;BRAF;TSC2;MKNK1;MED1;LIMA1;NUP50;MRTFA;NUP153;SORBS3;EP300;ARHGEF2;SEC16A;RAB5A;STMN1;EIF4G1;NCOA2;ADAM17;RAF1;CRTC3;TOP2A;STAT3;GTF2I;BAD;PXN	ERK1
αCD3_αICOS_5min	prerank	ASK1	0.8166980368999412	1.3471265365592542	0.06500691562932227	1.0	0.966	2/5	16.00%	MAP2K4;MAPRE1	ASK1
αCD3_αICOS_5min	prerank	Akt2	0.7842219162767601	1.335546329346792	0.08823529411764706	0.9864237756714058	0.977	4/6	21.74%	ADAR;EDC3;RACGAP1;NF2	Akt2
αCD3_αICOS_5min	prerank	PDK1	0.7668875060606044	1.3318372815736312	0.09138381201044386	0.8457302088818676	0.978	4/7	17.23%	RPS6KA1;MAP2K2;AKT3;PRKCD	PDK1
αCD3_αICOS_5min	prerank	CAMK2A	-0.6615788127631288	-1.3111743065527766	0.15734265734265734	0.5390262302692664	0.895	1/6	0.33%	CARD11	CAMK2A
αCD3_αICOS_5min	prerank	EGFR	0.7829417796947621	1.3098677344262322	0.09090909090909091	0.8823017753704957	0.99	2/6	13.29%	PLCG1;EPB41	EGFR
αCD3_αICOS_5min	prerank	CDK7	-0.7109830527404597	-1.2841091036833234	0.22333333333333333	0.4736188486536676	0.921	1/5	0.16%	RB1	CDK7
αCD3_αICOS_5min	prerank	Fyn	0.6080196759704988	1.2440836816745116	0.17424242424242425	1.0	1.0	5/15	14.93%	RPS6KA3;FYB1;AGAP2;PECAM1;NMT1	Fyn
αCD3_αICOS_5min	prerank	Cot	0.7513738599655143	1.2368989912604302	0.1638418079096045	1.0	1.0	2/5	12.39%	RPS6KA1;MAP2K2	Cot
αCD3_αICOS_5min	prerank	CDK5	-0.4335844183475564	-1.2360498497874577	0.14383561643835616	0.4703748839368616	0.946	1/23	0.16%	RB1	CDK5
αCD3_αICOS_5min	prerank	Syk	0.7053189567606126	1.2258699362240364	0.1724137931034483	1.0	1.0	2/7	10.09%	PLCG1;LCP2	Syk
αCD3_αICOS_5min	prerank	AurB	-0.40249865848940036	-1.225379419592816	0.11023622047244094	0.4176200424459478	0.956	6/29	4.76%	RB1;PLEC;TP53BP1;CCDC86;SEPTIN1;KNL1	AurB
αCD3_αICOS_5min	prerank	PKCB	0.7257372572070573	1.2101054739267192	0.20027624309392264	1.0	1.0	4/6	25.51%	PRKAA1;EPB41;STMN1;PRKCB	PKCB
αCD3_αICOS_5min	prerank	MAPKAPK2	0.5581105393946773	1.2025727536522968	0.21867321867321868	1.0	1.0	8/19	19.20%	TSC2;PFKFB3;RCSD1;CEP131;TRIM28;MRTFA;RBM7;NELFE	MAPKAPK2
αCD3_αICOS_5min	prerank	PKCZ	0.7011782497272159	1.196826640873539	0.20081967213114754	1.0	1.0	3/6	26.99%	MARK2;VIM;NCOA3	PKCZ
αCD3_αICOS_5min	prerank	PKCA	0.49818757393800484	1.1935312976769377	0.1874310915104741	1.0	1.0	16/41	30.68%	SPN;PLCG1;MYH9;VASP;PFKFB3;PRKAA1;EPB41;CD3G;EP300;MBD4;GPR15;EIF4G1;VIM;ADAM17;RAF1;ARHGDIA	PKCA
αCD3_αICOS_5min	prerank	CDK4	-0.6248243273629434	-1.1926577653171497	0.24315068493150685	0.4053069870009285	0.97	1/6	0.16%	RB1	CDK4
αCD3_αICOS_5min	prerank	p90RSK	0.5707454696069962	1.1920560265816351	0.23654568210262827	0.9498420221169035	1.0	6/16	19.85%	EIF4B;TSC2;VASP;TERF2IP;CARHSP1;REPS1	p90RSK
αCD3_αICOS_5min	prerank	Akt3	0.7034163769281311	1.1521934324773377	0.28175182481751826	1.0	1.0	4/5	28.71%	BRAF;ADAR;NF2;IWS1	Akt3
αCD3_αICOS_5min	prerank	Akt1	0.46074982930910396	1.1453943259340158	0.2467391304347826	1.0	1.0	27/53	32.90%	PLCG1;BRAF;ACIN1;TSC2;RPS6KA3;MAP2K4;PFKFB3;HNRNPA1;PRKAA1;AGAP2;ADAR;TOPBP1;EP300;CARHSP1;EDC3;NF2;KAT6A;NCL;VIM;MDM2;IWS1;PFKFB2;PEA15;ACLY;BCL10;KMT2D;PDCD4	Akt1
αCD3_αICOS_5min	prerank	AMPKA1	0.5060322733218307	1.1402269366114806	0.28837209302325584	1.0	1.0	15/29	33.80%	BRAF;TSC2;MKNK1;VASP;PFKFB3;PRKAA1;STIM1;EP300;SNX17;NCL;KLC1;PFKFB2;GBF1;LIPE;ZNF692	AMPKA1
αCD3_αICOS_5min	prerank	Lck	0.5890811766892494	1.123869996949871	0.31136950904392763	1.0	1.0	5/11	26.74%	LCP2;PECAM1;VAV1;PRKCQ;SSBP3	Lck
αCD3_αICOS_5min	prerank	NEK6	0.6357504100562794	1.118973611790865	0.34210526315789475	1.0	1.0	3/7	14.36%	KIF20A;NUP98;EML4	NEK6
αCD3_αICOS_5min	prerank	PKG1	0.6259461998693372	1.0993223483831	0.37092391304347827	1.0	1.0	5/7	34.04%	VASP;ARHGEF6;STMN1;LIPE;GTF2I	PKG1
αCD3_αICOS_5min	prerank	CDK6	-0.5652448264656565	-1.0913244356348277	0.36610169491525424	0.49036675951717734	0.99	1/6	0.16%	RB1	CDK6
αCD3_αICOS_5min	prerank	PAK1	0.5139890133534059	1.0871269208502357	0.36352357320099254	1.0	1.0	11/18	35.11%	BRAF;GIT1;ARHGEF2;NF2;MORC2;STMN1;VIM;RAF1;ARHGDIA;BAD;PXN	PAK1
αCD3_αICOS_5min	prerank	P38A	-0.40411334594840836	-1.082834638998226	0.3132530120481928	0.45347609099350045	0.99	1/21	0.16%	RB1	P38A
αCD3_αICOS_5min	prerank	PRKD2	0.6653759161720538	1.0780738394586882	0.3719247467438495	1.0	1.0	4/5	27.07%	VASP;MARK2;HDAC7;PI4KB	PRKD2
αCD3_αICOS_5min	prerank	PKCB iso2	0.6061847797644163	1.0662957704137683	0.4052924791086351	1.0	1.0	3/7	25.51%	MYH9;EIF4G1;PRKCB	PKCB iso2
αCD3_αICOS_5min	prerank	PRKD1	0.560243974506022	1.0647667937247427	0.39238845144356954	1.0	1.0	5/10	34.78%	VASP;MARK2;HDAC7;PI4KB;BAD	PRKD1
αCD3_αICOS_5min	prerank	JAK2	0.5783180737381317	1.062200958265179	0.423841059602649	1.0	1.0	1/9	0.74%	MAPK3	JAK2
αCD3_αICOS_5min	prerank	P38B	0.6217077188135232	1.059369835568453	0.4275766016713092	1.0	1.0	4/6	36.83%	EP300;CDC25B;RPTOR;KAT5	P38B
αCD3_αICOS_5min	prerank	CK2A1	0.42865734804227684	1.0515887439583715	0.40919037199124725	0.9952254005867749	1.0	7/49	10.50%	CLIP1;RGS19;MYH9;IL16;HNRNPA1;ABCF1;CDC27	CK2A1
αCD3_αICOS_5min	prerank	SGK1	0.5630794266313311	1.051273083924988	0.45118733509234826	0.9620506936500154	1.0	5/10	20.26%	TSC2;MKNK1;MAP2K4;CARHSP1;MAPK1	SGK1
αCD3_αICOS_5min	prerank	MARK2	0.6298400304061061	1.034647958359531	0.46629213483146065	0.9874577628576444	1.0	3/5	24.12%	MARK2;ARHGEF2;HDAC7	MARK2
αCD3_αICOS_5min	prerank	PKCE	0.5662641890765223	1.0293219134069382	0.4689189189189189	0.9726150435713193	1.0	6/8	39.79%	RAB5A;ADAM17;STAT3;BAD;IQGAP1;PRKD2	PKCE
αCD3_αICOS_5min	prerank	PAK2	-0.549256889576144	-1.0265225198710926	0.4064516129032258	0.4835770659238626	0.995	1/5	0.98%	PAK2	PAK2
αCD3_αICOS_5min	prerank	AurA	0.48021762945649077	1.0005769679837726	0.5104808877928483	1.0	1.0	6/16	31.58%	TACC3;MAP9;ARHGEF2;WDR62;CDC25B;MYBBP1A	AurA
αCD3_αICOS_5min	prerank	JNK2	0.5900445240419447	0.9986357925588775	0.5383522727272727	1.0	1.0	4/6	40.85%	NFATC3;LIMD1;CDC25C;BAZ1B	JNK2
αCD3_αICOS_5min	prerank	PKCI	0.5723842511171052	0.996125867274884	0.5379213483146067	0.9893873129820647	1.0	4/7	34.78%	MARK2;EP300;VIM;BAD	PKCI
αCD3_αICOS_5min	prerank	ZAP70	0.5898613201194493	0.9886022143639185	0.5381414701803051	0.9831231663281428	1.0	2/5	20.75%	LCP2;DBNL	ZAP70
αCD3_αICOS_5min	prerank	Pim1	0.564234168542973	0.9849572872313976	0.5387755102040817	0.96692658051021	1.0	5/7	41.59%	CBX8;MDM2;BAD;CXCR4;NDRG1	Pim1
αCD3_αICOS_5min	prerank	ROCK1	0.5397114258181321	0.9755733825107548	0.5512129380053908	0.9662913802428021	1.0	1/8	0.66%	PPP1R12A	ROCK1
αCD3_αICOS_5min	prerank	PKCD	0.4614563960270844	0.970399689943664	0.5484662576687117	0.9537828081261606	1.0	4/19	17.23%	TSC2;MARK2;EP300;PRKCD	PKCD
αCD3_αICOS_5min	prerank	CK1A	-0.4891987841829982	-0.9619745203284246	0.4833948339483395	0.5287159548127515	0.997	1/7	0.33%	CARD11	CK1A
αCD3_αICOS_5min	prerank	JNK1	0.434164033560311	0.9583597311815812	0.55622009569378	0.959112252062489	1.0	12/22	39.54%	WDR62;EIF4ENIF1;NCOA3;CDC25B;AIMP1;LIMD1;STAT3;PXN;RPTOR;ATN1;YWHAZ;CDC25C	JNK1
αCD3_αICOS_5min	prerank	p70S6K	0.4993250938687826	0.9568424187879035	0.5554106910039114	0.9391990850447604	1.0	2/10	6.23%	EIF4B;EPRS1	p70S6K
αCD3_αICOS_5min	prerank	Src	0.3844779005110347	0.9488966731680374	0.5930359085963003	0.9351018347268781	1.0	26/55	39.87%	ARAF;MYH9;RPS6KA3;RAPGEF1;HLA-B;EMD;MAPRE1;GIT1;PRKCD;ARHGEF7;ARHGEF2;RBM10;MDM2;THRAP3;RAF1;ARHGDIA;ARHGAP5;ACLY;STAT3;GTF2I;PXN;IQGAP1;SFPQ;GRK2;PRKD2;THOC5	Src
αCD3_αICOS_5min	prerank	TBK1	0.5471130764594501	0.9467409374285698	0.5828729281767956	0.9176763616188971	1.0	5/7	38.23%	OPTN;TRIP12;HTT;RPTOR;RPS6KB1	TBK1
αCD3_αICOS_5min	prerank	CK1D	0.527783762937916	0.9361564101640346	0.592087312414734	0.919543792938756	1.0	5/7	30.60%	APC;SMARCA4;NCOA3;MDM2;DCK	CK1D
αCD3_αICOS_5min	prerank	PKACA	0.3741575857318067	0.9241149129271101	0.6495633187772926	0.924778367202834	1.0	26/57	30.68%	PLCG1;AKAP13;TPR;VASP;PFKFB3;DMTN;STIM1;EMD;MARK2;ARHGEF6;PJA2;SIK3;PTPN7;NF2;ARHGAP17;MORC2;URI1;STMN1;GPR15;FYN;VIM;NCOA3;IQGAP2;RAF1;PFKFB2;ARHGDIA	PKACA
αCD3_αICOS_5min	prerank	Chk1	0.3525915522012385	0.8913593286103867	0.681367144432194	0.9714250190158563	1.0	17/57	18.54%	RIF1;EML3;ZNF395;SRRM2;MED1;EPRS1;MATR3;MKI67;TICRR;MYCBP2;MAP2K2;TRIM28;NUP153;HNRNPA2B1;BAZ1A;ARHGEF2;ZC3HC1	Chk1
αCD3_αICOS_5min	prerank	ATR	-0.3351862117907969	-0.8762203209460409	0.6702127659574468	0.6051532033426184	0.998	4/19	10.09%	TP53BP1;HUWE1;BORA;DBF4	ATR
αCD3_αICOS_5min	prerank	LKB1	0.4775219031120011	0.8550008475187257	0.7123655913978495	1.0	1.0	3/8	17.06%	PRKAA1;MARK2;SIK3	LKB1
αCD3_αICOS_5min	prerank	TAK1	0.4477654123423269	0.8356278287577719	0.7202072538860104	1.0	1.0	3/9	24.12%	EIF4B;HNRNPA2B1;HDAC7	TAK1
αCD3_αICOS_5min	prerank	IKKA	0.4841130711076722	0.8247876167534772	0.7489239598278336	1.0	1.0	5/6	51.11%	NCOA3;RELB;ELAVL1;ATG16L1;NFKB2	IKKA
αCD3_αICOS_5min	prerank	IKKB	0.4637749819032633	0.8222404902437775	0.7429340511440108	1.0	1.0	2/8	10.75%	PFKFB3;OPTN	IKKB
αCD3_αICOS_5min	prerank	ATM	0.34133987553838924	0.8200054289101304	0.7804323094425484	0.9898038441284887	1.0	10/40	17.72%	RIF1;MED1;USP28;MATR3;TRIM28;PBRM1;TAOK3;TOPBP1;EP300;SMARCA4	ATM
αCD3_αICOS_5min	prerank	CDK1	0.311003740701883	0.8142224677645801	0.8720812182741117	0.9784916467903644	1.0	36/109	29.45%	MAPK3;EML3;TPR;IL16;SRRM2;KIF20A;MKI67;PIK3C2A;CDCA2;CDC27;STIM1;NUP98;EPB41;NUP50;AHNAK;EP300;ARHGEF2;SEPTIN9;SCML2;ZC3HC1;CARHSP1;ZC3H11A;INCENP;STMN1;UBAP2L;EIF4G1;NCL;RANBP2;NDEL1;VIM;GIGYF2;NCOA3;PI4KB;CDC25B;PPP1R13L;LIMD1	CDK1
αCD3_αICOS_5min	prerank	LYN	0.4175490565395572	0.8134312049783023	0.7566539923954373	0.9608881319115323	1.0	4/12	31.50%	TRIM28;NMT1;GCSAM;ACLY	LYN
αCD3_αICOS_5min	prerank	ULK1	0.490155785658392	0.8111075624961678	0.7581792318634424	0.9457249098333781	1.0	2/5	36.51%	SEC16A;RPTOR	ULK1
αCD3_αICOS_5min	prerank	Abl	0.3773156336600814	0.8107290591139407	0.7806060606060606	0.9286868819846702	1.0	5/21	15.50%	PLCG1;ERCC6;RAPGEF1;EMD;VAV1	Abl
αCD3_αICOS_5min	prerank	PKCT	0.4407556851943002	0.7960905917702961	0.7643229166666666	0.9316581095313323	1.0	5/8	19.93%	PPP1R12A;CBLB;ARHGEF6;PRKCQ;PTPN7	PKCT
αCD3_αICOS_5min	prerank	FAK	0.46313973571260847	0.7889857241701194	0.7894002789400278	0.9244380265929436	1.0	4/6	47.17%	GIT1;PXN;LAT;ITGB7	FAK
αCD3_αICOS_5min	prerank	PLK1	0.33429494343696664	0.7796962531445482	0.8263337116912599	0.9196105637316039	1.0	14/33	31.17%	CLIP1;MAP9;CDC27;OPTN;MAP2K2;WDR62;RACGAP1;MDC1;PCNT;VIM;MDM2;CDC25B;GTSE1;TOP2A	PLK1
αCD3_αICOS_5min	prerank	CDK2	0.28396345634444636	0.7454094579971943	0.9072708113804004	0.9437376863503477	1.0	25/78	29.12%	PRRC2A;ANKLE2;AFDN;MED1;APC;MKI67;TICRR;NUP98;SF3B1;MRTFA;SORBS3;TOPBP1;TERF2IP;SCML2;ZC3H11A;RBL1;MDC1;LARP1;STMN1;EIF4G1;NCL;GIGYF2;LRCH3;LMNB2;THRAP3	CDK2
αCD3_αICOS_5min	prerank	HIPK2	0.45457848590861194	0.7439671783008569	0.826265389876881	0.9294100485536545	1.0	1/5	16.98%	EP300	HIPK2
αCD3_αICOS_5min	prerank	RSK2	0.379444593911079	0.666248322140596	0.8876860622462788	0.9880104111813235	1.0	5/7	43.23%	STMN1;STAT3;BAD;RPS6;CIC	RSK2
αCD3_αICOS_5min	prerank	DNAPK	0.35888840509851094	0.6645850423330166	0.8948069241011984	0.9733040038329059	1.0	1/9	5.66%	MED1	DNAPK
αCD3_αICOS_5min	prerank	CDC7	0.3641682818651911	0.620290295969548	0.9201680672268907	0.9885561585894103	1.0	3/6	37.74%	NCL;TOP2A;MCM2	CDC7
αCD3_αICOS_5min	prerank	GSK3A	0.2824143640604144	0.5455348371178728	0.9744572158365262	1.0	1.0	3/11	33.88%	PRKAA1;NCOA3;STAT3	GSK3A
αCD3_αICOS_5min	prerank	mTOR	0.2749539211528778	0.536946138833245	0.9797724399494311	0.9960204692436808	1.0	6/12	38.23%	SRRM2;LARP1;WASHC2A;RPTOR;UBR4;RPS6KB1	mTOR
αCD3_αICOS_5min	prerank	GSK3B	0.21740957804226857	0.5156630572456519	0.9942594718714122	0.9866870721432333	1.0	4/33	16.00%	APC;PRKAA1;MARK2;MAPRE1	GSK3B
