Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	mTOR signaling pathway	15/154	5.254791467326415e-10	2.2175219992117477e-08	0	0	9.45304470709147	201.98047063145077	PRKAA1;MAP2K2;PRKCB;PDPK1;BRAF;RPTOR;RPS6KA3;CLIP1;RPS6KA1;MAPK1;RICTOR;LAMTOR1;RAF1;EIF4B;MAPK3
GO_Molecular_Function_2021	Thyroid hormone signaling pathway	13/121	2.291511781913877e-09	8.058483099730467e-08	0	0	10.46742871189774	208.23959277275907	PFKFB2;MED1;MAP2K2;PRKCB;PDPK1;HDAC1;BAD;PFKL;EP300;MAPK1;PLCG1;RAF1;MAPK3
GO_Molecular_Function_2021	ErbB signaling pathway	11/85	5.525966193051661e-09	1.6656840953341433e-07	0	0	12.835289236605028	244.04772168142952	MAP2K2;PRKCB;BAD;MAPK1;CBLB;BRAF;PLCG1;RAF1;MAP2K7;PAK2;MAPK3
GO_Molecular_Function_2021	Non-small cell lung cancer	10/72	1.3789423785039887e-08	3.6369605233042706e-07	0	0	13.874489364699253	251.11943236848697	RB1;MAP2K2;PDPK1;PRKCB;BAD;MAPK1;BRAF;PLCG1;RAF1;MAPK3
GO_Molecular_Function_2021	Glioma	10/75	2.0660057913449257e-08	4.843635799708659e-07	0	0	13.23211286530064	234.1430783181128	RB1;MAP2K2;PRKCB;CAMK4;MAPK1;BRAF;PLCG1;CAMK1;RAF1;MAPK3
GO_Molecular_Function_2021	VEGF signaling pathway	9/59	3.194041333161989e-08	6.739427212971798e-07	0	0	15.426	266.2434080394241	PPP3CB;MAP2K2;PRKCB;BAD;MAPK1;NFATC2;PLCG1;RAF1;MAPK3
GO_Molecular_Function_2021	Human immunodeficiency virus 1 infection	15/212	4.1917801735823786e-08	7.581068939354259e-07	0	0	6.6501994198694705	112.97062998752882	MAP2K2;PRKCB;BAD;LIMK1;NFATC2;ITPR3;CUL4A;PPP3CB;MAPK1;PLCG1;RAF1;MAP2K7;PAK2;MAP3K7;MAPK3
GO_Molecular_Function_2021	Oxytocin signaling pathway	13/154	4.3115084015284894e-08	7.581068939354259e-07	0	0	8.004142346074186	135.7453950659921	PRKAA1;MAP2K2;PPP1R12A;PRKCB;NFATC2;ITPR3;EEF2;PPP3CB;CAMK4;MAPK1;CAMK1;RAF1;MAPK3
GO_Molecular_Function_2021	Autophagy	12/137	9.58295478965487e-08	1.3480023070781183e-06	0	0	8.304211453744493	134.20182657933515	RPTOR;PRKAA1;MAP2K2;PDPK1;BAD;PRKCD;MAPK1;PRKCQ;EIF2AK4;RAF1;MAP3K7;MAPK3
GO_Molecular_Function_2021	Insulin signaling pathway	12/137	9.58295478965487e-08	1.3480023070781183e-06	0	0	8.304211453744493	134.20182657933515	RPTOR;PRKAA1;MAP2K2;PDPK1;BAD;MKNK1;RAPGEF1;MAPK1;CBLB;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Yersinia infection	12/137	9.58295478965487e-08	1.3480023070781183e-06	0	0	8.304211453744493	134.20182657933515	RPS6KA3;MAP2K2;RPS6KA1;LIMK1;NFATC2;MAPK1;PLCG1;MAP2K7;ARHGEF7;MAP3K7;WASF2;MAPK3
GO_Molecular_Function_2021	Renal cell carcinoma	9/69	1.2986476954236193e-07	1.712591648339898e-06	0	0	12.848478260869566	203.73539241358253	MAP2K2;BAD;RAPGEF1;EP300;MAPK1;BRAF;RAF1;PAK2;MAPK3
GO_Molecular_Function_2021	Fc gamma R-mediated phagocytosis	10/97	2.49186977888203e-07	2.92102512968949e-06	0	0	9.875018822466496	150.1502764790309	VASP;PRKCB;PRKCD;LIMK1;MAPK1;ASAP1;PLCG1;RAF1;WASF2;MAPK3
GO_Molecular_Function_2021	Prostate cancer	10/97	2.49186977888203e-07	2.92102512968949e-06	0	0	9.875018822466496	150.1502764790309	RB1;MAP2K2;ZEB1;PDPK1;BAD;EP300;MAPK1;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Endometrial cancer	8/58	4.236140950553872e-07	4.70434600298351e-06	0	0	13.652640692640691	200.3448969518106	MAP2K2;APC;PDPK1;BAD;MAPK1;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	MAPK signaling pathway	16/294	5.423103712919799e-07	5.713648383682235e-06	0	0	5.0283575829919025	72.5462637618964	MAP2K2;PRKCB;BRAF;RPS6KA3;PPP3CB;MKNK1;STMN1;RPS6KA1;NF1;MAPK1;RAF1;MAP2K7;PAK2;MAP3K7;MAP4K4;MAPK3
GO_Molecular_Function_2021	Vascular smooth muscle contraction	11/133	5.910936734944233e-07	5.713648383682235e-06	0	0	7.766357492090883	111.379595383387	MAP2K2;PPP1R12A;PRKCB;PRKCD;MYH9;MAPK1;PRKCQ;ITPR3;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Hepatitis B	12/162	5.95735850431323e-07	5.713648383682235e-06	0	0	6.91136563876652	99.0638414824101	RB1;MAP2K2;PRKCB;BAD;EP300;NFATC2;MAPK1;BRAF;RAF1;MAP2K7;MAP3K7;MAPK3
GO_Molecular_Function_2021	Focal adhesion	13/201	9.495855614751424e-07	8.711415368315437e-06	0	0	5.988726228582188	83.04710509549976	VASP;PPP1R12A;PRKCB;PDPK1;BAD;BRAF;ARHGAP35;RAPGEF1;MAPK1;ITGB7;RAF1;PAK2;MAPK3
GO_Molecular_Function_2021	PD-L1 expression and PD-1 checkpoint pathway in cancer	9/89	1.1840031929776502e-06	1.000641363330581e-05	0	0	9.626576086956522	131.3701229935264	PPP3CB;MAP2K2;MAPK1;NFATC2;PRKCQ;PTPN6;PLCG1;RAF1;MAPK3
GO_Molecular_Function_2021	Proteoglycans in cancer	13/205	1.185594032382205e-06	1.000641363330581e-05	0	0	5.862762721238938	79.99896043667235	MAP2K2;PPP1R12A;PRKCB;PDPK1;BRAF;ITPR3;HCLS1;MAPK1;PTPN6;PLCG1;RAF1;EIF4B;MAPK3
GO_Molecular_Function_2021	Chronic myeloid leukemia	8/76	3.464054416734741e-06	2.8112133920424244e-05	0	0	10.029539088362618	126.10210563275326	RB1;MAP2K2;HDAC1;BAD;MAPK1;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Natural killer cell mediated cytotoxicity	10/131	4.010737473778562e-06	3.1343170628417646e-05	0	0	7.08794976361471	88.07865882734195	PPP3CB;MAP2K2;PRKCB;NFATC2;MAPK1;BRAF;PTPN6;PLCG1;RAF1;MAPK3
GO_Molecular_Function_2021	MicroRNAs in cancer	15/310	5.2383306273153585e-06	3.947456294155502e-05	0	0	4.418734866828087	53.72964060635968	MAP2K2;PRKCB;HDAC1;SIRT1;GLS;RPTOR;ZEB1;APC;STMN1;EP300;MAPK1;PLCG1;RAF1;EZH2;MAPK3
GO_Molecular_Function_2021	cGMP-PKG signaling pathway	11/167	5.535529732801818e-06	3.94824764862231e-05	0	0	6.0631747638326585	73.39062750742274	VASP;PPP3CB;MAP2K2;PPP1R12A;BAD;NFATC2;MAPK1;ITPR3;ATP2B1;RAF1;MAPK3
GO_Molecular_Function_2021	B cell receptor signaling pathway	8/81	5.613622249226034e-06	3.94824764862231e-05	0	0	9.34021229911641	112.92610297480076	PPP3CB;MAP2K2;PRKCB;MAPK1;NFATC2;PTPN6;RAF1;MAPK3
GO_Molecular_Function_2021	Hepatocellular carcinoma	11/168	5.861804344036529e-06	3.989808763199057e-05	0	0	6.024248519387641	72.57444175987996	RB1;MAP2K2;APC;PRKCB;BAD;MAPK1;BRAF;PLCG1;RAF1;SMARCA4;MAPK3
GO_Molecular_Function_2021	HIF-1 signaling pathway	9/109	6.457594376208331e-06	4.257976291812368e-05	0	0	7.693434782608696	91.93849745432183	PFKL;MAP2K2;PRKCB;MKNK1;EP300;MAPK1;PLCG1;GAPDH;MAPK3
GO_Molecular_Function_2021	Long-term depression	7/60	7.180697273522616e-06	4.591294317312945e-05	0	0	11.219583604424203	132.88602798736176	MAP2K2;PRKCB;MAPK1;ITPR3;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Bladder cancer	6/41	8.664651179789056e-06	5.3071833053098536e-05	0	0	14.513304721030044	169.1708372044096	RB1;MAP2K2;MAPK1;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Shigellosis	13/246	8.803384629660895e-06	5.3071833053098536e-05	0	0	4.8209958600782405	56.11819627833588	GSK3A;PRKCD;ITPR3;SEPTIN9;RPTOR;HCLS1;MAPK1;PRKCQ;PLCG1;ARHGEF2;MAP3K7;WASF2;MAPK3
GO_Molecular_Function_2021	AMPK signaling pathway	9/120	1.4136849083077878e-05	8.285764323692867e-05	0	0	6.927144535840188	77.35352332780641	PFKFB2;RPTOR;PRKAA1;PFKL;PDPK1;HMGCR;EEF2;MAP3K7;SIRT1
GO_Molecular_Function_2021	GnRH signaling pathway	8/93	1.5718014585282476e-05	8.963516425661088e-05	0	0	8.016704863763687	88.67039215872737	MAP2K2;PRKCB;PRKCD;MAPK1;ITPR3;RAF1;MAP2K7;MAPK3
GO_Molecular_Function_2021	Fc epsilon RI signaling pathway	7/68	1.6621602816234517e-05	9.229363669014428e-05	0	0	9.744205765969474	107.23310707913532	MAP2K2;PDPK1;MAPK1;PLCG1;RAF1;MAP2K7;MAPK3
GO_Molecular_Function_2021	Kaposi sarcoma-associated herpesvirus infection	11/193	2.1705193814714515e-05	0.000117430663971917	0	0	5.190114709851552	55.7312388546163	RB1;PPP3CB;MAP2K2;NFATC2;EP300;MAPK1;ITPR3;PLCG1;RAF1;MAP2K7;MAPK3
GO_Molecular_Function_2021	Choline metabolism in cancer	8/98	2.307579930363885e-05	0.00012172484132669492	0	0	7.56940836940837	80.81650019289609	MAP2K2;PRKCB;PDPK1;MAPK1;PLCG1;RAF1;WASF2;MAPK3
GO_Molecular_Function_2021	Melanoma	7/72	2.4255020273387763e-05	0.000124824616528898	0	0	9.142705570291778	97.15849842507356	RB1;MAP2K2;BAD;MAPK1;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Pathogenic Escherichia coli infection	11/197	2.624485350051947e-05	0.00013184914496689544	0	0	5.077461799660441	53.5572734376313	NCL;HCLS1;MYH9;MAPK1;PTPN6;ARHGEF2;PAK2;MAP3K7;GAPDH;WASF2;MAPK3
GO_Molecular_Function_2021	FoxO signaling pathway	9/131	2.8531188301886516e-05	0.00014000187748135012	0	0	6.29903777619387	65.91636107539131	PRKAA1;MAP2K2;PDPK1;EP300;MAPK1;BRAF;RAF1;SIRT1;MAPK3
GO_Molecular_Function_2021	C-type lectin receptor signaling pathway	8/104	3.5521464776128135e-05	0.0001703415697218872	0	0	7.0941558441558445	72.68227559978318	PPP3CB;PRKCD;NFATC2;MAPK1;CBLB;ITPR3;RAF1;MAPK3
GO_Molecular_Function_2021	Rap1 signaling pathway	11/210	4.712214313711237e-05	0.00022095049337623803	0	0	4.742616591730583	47.249586621094934	VASP;MAP2K2;PRKCB;RAPGEF1;MAPK1;BRAF;EVL;PLCG1;RAF1;RAPGEF6;MAPK3
GO_Molecular_Function_2021	Axon guidance	10/182	6.995481244747647e-05	0.00032087968318298993	0	0	4.973342134660303	47.58325188396415	PPP3CB;SEMA4D;PDPK1;LIMK1;NFATC2;MAPK1;PLCG1;RAF1;PAK2;MAPK3
GO_Molecular_Function_2021	Thyroid cancer	5/37	7.455120902716367e-05	0.00033468734265386244	0	0	13.173744658119658	125.20358934244727	MAP2K2;TPR;MAPK1;BRAF;MAPK3
GO_Molecular_Function_2021	Colorectal cancer	7/86	7.679539175734697e-05	0.0003375797429333377	0	0	7.517132256656482	71.22006168942474	MAP2K2;APC;BAD;MAPK1;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Growth hormone synthesis, secretion and action	8/119	9.278331383036326e-05	0.00039953631057564585	0	0	6.130806130806131	56.926029260721016	MAP2K2;PRKCB;EP300;MAPK1;ITPR3;PLCG1;RAF1;MAPK3
GO_Molecular_Function_2021	Chemokine signaling pathway	10/192	0.00010911782938694684	0.000459996176808363	0	0	4.697682230433323	42.85734140102182	GSK3A;PRKCB;BAD;PRKCD;MAPK1;BRAF;PLCG1;RAF1;DOCK2;MAPK3
GO_Molecular_Function_2021	Cellular senescence	9/156	0.00011118391003424888	0.000459996176808363	0	0	5.221118012422361	47.534754624803355	RB1;PPP3CB;MAP2K2;NFATC2;MAPK1;ITPR3;RAF1;SIRT1;MAPK3
GO_Molecular_Function_2021	GnRH secretion	6/64	0.00011490907094918542	0.0004647469032759891	0	0	8.747817078585172	79.35468042378866	MAP2K2;PRKCB;MAPK1;ITPR3;RAF1;MAPK3
GO_Molecular_Function_2021	Hepatitis C	9/157	0.00011673737380866076	0.0004647469032759891	0	0	5.185575793184489	46.958416221690634	RB1;MAP2K2;BAD;MAPK1;BRAF;EIF3E;EIF2AK4;RAF1;MAPK3
GO_Molecular_Function_2021	Acute myeloid leukemia	6/67	0.00014846156596853326	0.0005800998225807503	0	0	8.31633012031239	73.30998394306273	MAP2K2;BAD;MAPK1;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Central carbon metabolism in cancer	6/70	0.00018933294277005455	0.0007263500168087549	0	0	7.925295064377682	67.93565695705004	PFKL;MAP2K2;MAPK1;RAF1;GLS;MAPK3
GO_Molecular_Function_2021	Progesterone-mediated oocyte maturation	7/100	0.00019865002300106143	0.0007323062799122926	0	0	6.380978865406007	54.391246639669355	RPS6KA3;RPS6KA1;MAPK1;BRAF;RAF1;ANAPC2;MAPK3
GO_Molecular_Function_2021	Pathways of neurodegeneration	16/475	0.0002029613799727338	0.0007323062799122926	0	0	3.0172044901667694	25.65376561931145	MAP2K2;BAD;PRKCB;HTT;BRAF;ITPR3;PPP3CB;ATXN2;APC;MAPK1;PLCG1;RAF1;MAP2K7;RAB5A;OPTN;MAPK3
GO_Molecular_Function_2021	Tight junction	9/169	0.00020361690034798933	0.0007323062799122926	0	0	4.793722826086957	40.74314589420955	VASP;PRKAA1;HCLS1;MYH9;NF2;ARHGEF2;MAP2K7;YBX3;RAPGEF6
GO_Molecular_Function_2021	Adherens junction	6/71	0.00020476810670533305	0.0007323062799122926	0	0	7.802971277649389	66.27556970617947	EP300;MAPK1;PTPN6;MAP3K7;WASF2;MAPK3
GO_Molecular_Function_2021	cAMP signaling pathway	10/216	0.00028392910826709216	0.0009984840307392742	0	0	4.14529189807945	33.85371171371573	MAP2K2;PPP1R12A;BAD;CAMK4;EP300;MAPK1;BRAF;ATP2B1;RAF1;MAPK3
GO_Molecular_Function_2021	Pancreatic cancer	6/76	0.00029745275793497495	0.0010288939659717	0	0	7.2437768240343345	58.821316006091415	RB1;BAD;MAPK1;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Insulin resistance	7/108	0.00031923769395683025	0.0010864379584659	0	0	5.873164902697166	47.276479084168066	RPS6KA3;PRKAA1;PRKCB;PDPK1;RPS6KA1;PRKCD;PRKCQ
GO_Molecular_Function_2021	RNA transport	9/186	0.00041338015895004435	0.0013844954529914	0	0	4.329550478997789	33.732146503502555	EIF5B;TPR;EIF3G;TACC3;NUP153;EIF3E;EIF4G3;EIF4B;EIF4G1
GO_Molecular_Function_2021	Ras signaling pathway	10/232	0.0004990733553618199	0.0016453824684585	0	0	3.843384869585743	29.22032302073191	MAP2K2;PRKCB;BAD;NF1;MAPK1;PLCG1;RAF1;PAK2;RAB5A;MAPK3
GO_Molecular_Function_2021	Cushing syndrome	8/155	0.000563791322876101	0.0018301533711824	0	0	4.620902906617192	34.568172316254056	RB1;MAP2K2;KMT2A;APC;MAPK1;ITPR3;BRAF;MAPK3
GO_Molecular_Function_2021	Gap junction	6/88	0.0006547683875319055	0.0020932746934732	0	0	6.179943473254475	45.30658075809261	MAP2K2;PRKCB;MAPK1;ITPR3;RAF1;MAPK3
GO_Molecular_Function_2021	Platelet activation	7/124	0.0007337878817933799	0.0023108842247522	0	0	5.0658709106984965	36.5618623044834	VASP;PPP1R12A;STIM1;MAPK1;ITPR3;ARHGAP35;MAPK3
GO_Molecular_Function_2021	Th1 and Th2 cell differentiation	6/92	0.0008281471529215665	0.0025696919009772	0	0	5.8913065176165285	41.80659449056751	PPP3CB;MAPK1;NFATC2;PRKCQ;PLCG1;MAPK3
GO_Molecular_Function_2021	Osteoclast differentiation	7/127	0.0008452152675579472	0.0025846437891989	0	0	4.938469827586207	34.94421351383752	PPP3CB;CAMK4;NFATC2;MAPK1;MAP2K7;MAP3K7;MAPK3
GO_Molecular_Function_2021	Salmonella infection	10/249	0.0008609784769785091	0.0025952351234637	0	0	3.566899928742395	25.173185983881165	MAP2K2;AHNAK;MAPK1;RAF1;MAP2K7;PIK3C2A;MAP3K7;RAB5A;GAPDH;MAPK3
GO_Molecular_Function_2021	Oocyte meiosis	7/129	0.0009266318393193704	0.0027537932126251	0	0	4.857016676088185	33.92118213159845	RPS6KA3;PPP3CB;RPS6KA1;MAPK1;ITPR3;ANAPC2;MAPK3
GO_Molecular_Function_2021	Aldosterone-regulated sodium reabsorption	4/37	0.0009635676503269898	0.0028237885308193	0	0	10.175628626692456	70.66839619941261	PDPK1;PRKCB;MAPK1;MAPK3
GO_Molecular_Function_2021	Phosphatidylinositol signaling system	6/97	0.0010923716672411	0.0031574030381901	0	0	5.566193463189172	37.95812255182081	PRKCB;ITPR3;PLCG1;PIK3C2A;PI4K2A;MTM1
GO_Molecular_Function_2021	Lipid and atherosclerosis	9/215	0.001162212670291	0.0033138766679919	0	0	3.7145420008442382	25.100756127845052	PPP3CB;PDPK1;BAD;NFATC2;MAPK1;PLCG1;MAP2K7;MAP3K7;MAPK3
GO_Molecular_Function_2021	Apelin signaling pathway	7/137	0.0013160184917994	0.0037023986902625	0	0	4.556266578249337	30.222374114083884	PRKAA1;MAP2K2;CAMK4;MAPK1;ITPR3;RAF1;MAPK3
GO_Molecular_Function_2021	Melanogenesis	6/101	0.001346779158317	0.0037390842421698	0	0	5.330743166930201	35.23642207556122	MAP2K2;PRKCB;EP300;MAPK1;RAF1;MAPK3
GO_Molecular_Function_2021	D-Glutamine and D-glutamate metabolism	2/5	0.0013886814965131	0.0038053479969386	0	0	55.57805907172996	365.67031218383914	GLUD1;GLS
GO_Molecular_Function_2021	Amphetamine addiction	5/69	0.001410069256041	0.0038144181157006	0	0	6.576188568376068	43.16686761284341	PPP3CB;PRKCB;HDAC1;CAMK4;SIRT1
GO_Molecular_Function_2021	Amyotrophic lateral sclerosis	12/364	0.0015087053652669	0.0040295801528015	0	0	2.914847817380857	18.93631866837795	SETX;PPP3CB;ATXN2;BAD;HNRNPA2B1;TPR;NUP153;ITPR3;MATR3;HNRNPA1;RAB5A;OPTN
GO_Molecular_Function_2021	Human cytomegalovirus infection	9/225	0.0015917989954272	0.0041983698504393	0	0	3.5407608695652173	22.812734423007097	RB1;PPP3CB;MAP2K2;PRKCB;NFATC2;MAPK1;ITPR3;RAF1;MAPK3
GO_Molecular_Function_2021	Apoptosis	7/142	0.0016177500933311	0.0042141391320106	0	0	4.38639846743295	28.19015004909805	MAP2K2;PDPK1;BAD;MAPK1;ITPR3;RAF1;MAPK3
GO_Molecular_Function_2021	Parathyroid hormone synthesis, secretion and action	6/106	0.001725682122483	0.0044404747298038	0	0	5.062918454935622	32.21095993717796	PRKCB;MAPK1;ITPR3;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Glucagon signaling pathway	6/107	0.0018102833318787	0.0045472593217429	0	0	5.0125355883227805	31.65051265823672	PPP3CB;PRKAA1;PFKL;EP300;ITPR3;SIRT1
GO_Molecular_Function_2021	Th17 cell differentiation	6/107	0.0018102833318787	0.0045472593217429	0	0	5.0125355883227805	31.65051265823672	PPP3CB;NFATC2;MAPK1;PRKCQ;PLCG1;MAPK3
GO_Molecular_Function_2021	Coronavirus disease	9/232	0.0019621355570398	0.0048353163763257	0	0	3.428387599922012	21.371614619810508	RPS14;RPS9;PRKCB;MAPK1;ADAR;PLCG1;RPL29;MAP3K7;MAPK3
GO_Molecular_Function_2021	Breast cancer	7/147	0.0019707924567014	0.0048353163763257	0	0	4.228663793103448	26.341698057193643	RB1;MAP2K2;APC;MAPK1;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Neutrophil extracellular trap formation	8/189	0.0020180792198757	0.0048944220160204	0	0	3.7463825309129177	23.248585530383764	MAP2K2;PRKCB;HDAC1;MAPK1;PLCG1;RAF1;MAP3K7;MAPK3
GO_Molecular_Function_2021	Gastric cancer	7/149	0.0021276311623184	0.0051014792641952	0	0	4.168680184555609	25.64883053299983	RB1;MAP2K2;APC;MAPK1;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Leishmaniasis	5/77	0.0022952080751474	0.0054414483579338	0	0	5.843126780626781	35.50828279870291	PRKCB;MAPK1;PTPN6;MAP3K7;MAPK3
GO_Molecular_Function_2021	Serotonergic synapse	6/113	0.0023857181819492	0.0055609414910111	0	0	4.7300148409610525	28.561036120451604	PRKCB;MAPK1;ITPR3;BRAF;RAF1;MAPK3
GO_Molecular_Function_2021	Chemical carcinogenesis	9/239	0.0023983207378294	0.0055609414910111	0	0	3.322854442344046	20.04673592267364	RB1;RPS6KA3;MAP2K2;PRKCB;BAD;RPS6KA1;MAPK1;RAF1;MAPK3
GO_Molecular_Function_2021	Calcium signaling pathway	9/240	0.0024664664603072	0.0056567872078785	0	0	3.308300395256917	19.866240441075604	PPP3CB;STIM1;PRKCB;STIM2;CAMK4;ITPR3;PLCG1;CAMK1;ATP2B1
GO_Molecular_Function_2021	Glutamatergic synapse	6/114	0.0024936196047552	0.0056575670602512	0	0	4.685979971387697	28.08785751586452	PPP3CB;PRKCB;MAPK1;ITPR3;GLS;MAPK3
GO_Molecular_Function_2021	Sphingolipid signaling pathway	6/119	0.0030890607289692	0.0069339554660906	0	0	4.477496296858977	25.8794280363334	MAP2K2;PRKCB;PDPK1;MAPK1;RAF1;MAPK3
GO_Molecular_Function_2021	Cell cycle	6/124	0.0037847702896132	0.0084061740116673	0	0	4.286680730341165	23.90583285491405	RB1;PRKDC;HDAC1;EP300;MCM4;ANAPC2
GO_Molecular_Function_2021	Influenza A	7/172	0.0047103078724541	0.0103528641779981	0	0	3.583385579937304	19.19978713055121	MAP2K2;PRKCB;EP300;MAPK1;ADAR;RAF1;MAPK3
